2.3475045142030764,66.0
3.245883945595269,67.0
4.116921394292916,67.0
4.99967683557394,67.0
5.905868262021717,66.0
6.8120596884694935,66.0
7.7065331223338935,67.0
8.565852578448165,69.0
9.421266037034643,69.0
10.296209483260084,68.0
11.182870922068899,68.0
12.053908370766546,69.0
12.893697839241856,70.0
13.74129930277275,70.0
14.620148746525983,68.0
15.538058165557135,65.0
16.471591574699456,65.0
17.35044101845269,67.0
18.217572469622546,68.0
19.096421913375774,68.0
19.975271357129007,68.0
20.826778818187694,70.0
21.650944296551835,72.0
22.471203777388187,72.0
23.314899243391288,70.0
24.217184672311273,67.0
25.12728209628684,66.0
26.033473522734617,65.0
26.95138294176577,66.0
27.84585637563017,66.0
28.73642381196678,68.0
29.584025275497673,69.0
30.43162673902857,70.0
31.306570185254007,68.0
32.21276161170179,66.0
33.13067103073294,66.0
34.00561447695838,67.0
34.86883993060044,69.0
35.72815938671471,68.0
36.63435081316249,66.0
37.59132020747156,64.0
38.50532362897492,65.0
39.391985067783736,67.0
40.25130452389801,69.0
41.102811984956695,69.0
41.973849433654344,69.0
42.85660487493537,68.0
43.723736326105225,69.0
44.55180780199716,72.0
45.33691330508338,75.0
46.10248882053064,77.0
46.88759432361686,75.0
47.71566579950879,71.0
48.64138721359553,66.0
49.61788659554357,62.0
50.586573982436015,63.0
51.500577403939374,66.0
52.35208486499806,68.0
53.20749832358454,70.0
54.059005784643226,70.0
54.910513245701914,70.0
55.746396716649436,72.0
56.55103220737461,74.0
57.33613771046083,75.0
58.140773201186015,74.0
58.97665667213354,71.0
59.86722410847014,68.0
