1.527245338675902,77.0
2.296727005476804,76.0
3.1130806519813143,73.0
3.988024273115335,70.0
4.851249899323453,69.0
5.694945533988402,70.0
6.5347351703447165,70.0
7.409678791478737,68.0
8.319776397390465,66.0
9.245497996536727,66.0
10.128253614288015,68.0
10.964137252335696,71.0
11.780490898840206,72.0
12.604656541961985,72.0
13.448352176626933,70.0
14.331107794378221,69.0
15.209957413820876,68.0
16.065371043411727,70.0
16.89344268484214,71.0
17.72151432627255,71.0
18.588645950789303,69.0
19.490931560083762,66.0
20.416653159230027,66.0
21.311126771907215,67.0
22.15091640826353,69.0
22.990706044619845,71.0
23.838307677593427,70.0
24.71325129872745,69.0
25.596006916478736,69.0
26.439702551143686,70.0
27.256056197648196,73.0
28.04506785599227,74.0
28.85360950587951,73.0
29.712929133778996,70.0
30.61130874476482,67.0
31.521406350676546,66.0
32.400255970119204,68.0
33.23223360985825,71.0
34.04858725636276,72.0
34.87275289948454,72.0
35.708636537532215,71.0
36.56014416881443,70.0
37.41165180009665,71.0
38.22800544660116,73.0
39.0248291015625,74.0
39.82555875483247,73.0
40.67316038780606,71.0
41.54810400894008,69.0
42.41523563345683,69.0
43.255025269813146,71.0
44.08309691124356,71.0
44.926792545908505,70.0
45.79392417042526,69.0
46.68449178479381,67.0
47.57505939916237,68.0
48.42656703044459,70.0
49.23510868033183,73.0
50.0241203386759,74.0
50.84047398518041,72.0
51.70760560969717,69.0
52.633327208843426,66.0
53.543424814755156,66.0
54.406650440963276,69.0
55.24253407901095,70.0
56.10185370691044,70.0
56.97289132973582,68.0
57.85564694748712,68.0
58.71887257369523,70.0
59.53522622019974,72.0
60.32814387685245,74.0
